,CO2A,CO2B,CO2C,CO2D,CO2E,CO2Ext,CO2F,CO2G,CO2I,CO2J,CO2K,CO2L,DateTime,RHA,RHB,RHC,RHD,RHE,RHExt2,RHF,RHG,RHI,RHJ,RHK,RHL,TempA,TempB,TempC,TempD,TempE,TempExt2,TempF,TempG,TempI,TempJ,TempK,TempL,TempExt3,RHExt3,CO2Ext2,TempM,RHM,CO2M,TempN,RHN,CO2N,RawCO2A,RawCO2B,RawCO2C,RawCO2D,RawCO2E,RawCO2F,RawCO2G,RawCO2I,RawCO2J,RawCO2K,RawCO2L,TempExt,WindParallel,WindNormal,WindSp
20759,52.18931543020841,8.685739029823992,63.254207504506276,75.83128260417244,58.38449048688136,,3.5887542619645387,-9.161251629490096,,,,,2018-12-05 19:35:00,45.2,43.2,47.7,45.8,43.3,,44.5,39.2,,,,,24.0,24.4,23.0,24.3,24.9,,25.3,27.4,,,,,15.103,68.604,414.0,,,,,,,546.0,517.0,554.0,541.0,522.0,443.0,477.0,,,,,11.5,0.4174981261825064,-0.08437305557679771,0.6045548654244307
20760,57.270224070702064,2.766648388787757,50.33482602677998,65.91233199295556,66.46548153589362,,4.669777067354573,14.919617854383945,,,,,2018-12-05 19:40:00,45.2,43.2,47.7,45.8,43.4,,44.5,39.2,,,,,24.0,24.5,23.0,24.3,24.8,,25.3,27.4,,,,,15.199000000000002,68.48100000000001,422.0,,,,,,,552.0,512.0,542.0,532.0,531.0,445.0,502.0,,,,,11.4,0.3490168992311794,0.055729963722467385,0.5714285714285715
20761,52.35113271119571,1.8475577477514664,51.41544454905369,63.99338138173864,61.546472584905864,,-2.2492001272554494,-13.999512661742015,,,,,2018-12-05 19:45:00,45.2,43.2,47.7,45.8,43.5,,44.6,39.3,,,,,24.1,24.5,23.0,24.3,24.8,,25.2,27.3,,,,,15.294,68.604,418.0,,,,,,,549.0,513.0,545.0,532.0,528.0,440.0,475.0,,,,,11.4,0.3677327046247949,0.08517548788343339,0.6583850931677019
20762,49.098708018356035,-6.40486622661814,54.16272973799408,62.74109743718845,47.29413030058487,,-8.501510655198729,-4.251976511201235,,,,,2018-12-05 19:50:00,45.1,43.3,47.7,45.8,43.3,,44.6,39.2,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.366,68.604,426.0,,,,,,,548.0,507.0,550.0,533.0,516.0,436.0,487.0,,,,,11.4,0.37071005905876975,-0.18614914391211446,0.7784679089026915
20763,51.179616658849746,-12.323956867654314,39.24334826026785,55.82214682597163,56.375121349597244,,-5.420487849808693,-16.171107027327142,,,,,2018-12-05 19:55:00,45.1,43.2,47.7,45.8,43.3,,44.6,39.3,,,,,24.0,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.485,68.457,426.0,,,,,,,552.0,503.0,537.0,528.0,527.0,441.0,477.0,,,,,11.7,-0.2208038555659329,0.18325747349782395,0.5672877846790889
20764,29.510525299343385,-3.993047508690609,40.57396678254156,49.15319621475475,54.7061123986095,,-12.089465044418715,-7.8402375434530995,,,,,2018-12-05 20:00:00,45.2,43.3,47.7,45.8,43.4,,44.6,39.4,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.3,,,,,15.557,68.433,399.0,,,,,,,531.0,512.0,539.0,522.0,526.0,435.0,486.0,,,,,11.6,-0.1933180842087449,-0.3408696927729211,0.6832298136645963
20765,48.341433939837025,-2.1621381497269,44.40458530481527,47.98424560353783,42.537103447621796,,-13.258442239028684,-21.009368059579003,,,,,2018-12-05 20:05:00,45.1,43.2,47.7,45.8,43.4,,44.5,39.2,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.5,,,,,15.652,68.262,399.0,,,,,,,549.0,513.0,542.0,520.0,513.0,433.0,472.0,,,,,11.7,-0.4488921000544634,-0.2078087732534529,0.6708074534161492
20766,42.50567591366404,2.002104542570237,35.56853716042229,55.14862832565433,34.70142782996743,,-17.094086100305333,-19.845165242371536,,,,,2018-12-05 20:10:00,45.2,43.3,47.7,45.8,43.4,,44.6,39.4,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.7,68.164,399.0,,,,,,,544.0,518.0,534.0,528.0,506.0,430.0,474.0,,,,,11.8,-0.12451970485588147,-0.2453402001772468,0.5548654244306418
20767,40.41991788749107,-7.083652765132682,30.482489016029376,50.06301104777082,34.61575221231311,,-12.179729961581929,-6.930962425164125,,,,,2018-12-05 20:15:00,45.1,43.2,47.7,45.8,43.3,,44.6,39.3,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.748,68.164,398.0,,,,,,,541.0,508.0,528.0,522.0,505.0,434.0,486.0,,,,,11.9,-0.0900222341475572,0.11694834656229045,0.4679089026915114
20768,35.50082652798472,-14.002743406168973,27.56310753830309,56.1440604365539,30.69674326132537,,-8.09870715619195,-19.850092941290086,,,,,2018-12-05 20:20:00,45.1,43.2,47.7,45.9,43.3,,44.6,39.2,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.5,,,,,15.772,68.115,396.0,,,,,,,535.0,500.0,524.0,527.0,500.0,437.0,472.0,,,,,11.8,-0.05376687706086244,-0.4358134974778839,0.9399585921325052
20769,43.915068501811724,-4.588500713871838,28.97705939391017,35.5584431586704,39.11106764367104,,-3.6843510174686,-3.4358901240826185,,,,,2018-12-05 20:25:00,45.1,43.2,47.7,45.8,43.4,,44.6,39.4,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.772,67.822,408.0,,,,,,,543.0,509.0,525.0,506.0,508.0,441.0,488.0,,,,,11.9,-0.021130649216283427,-0.0862557810067213,0.7991718426501035
20770,29.495977142305374,-10.007591354908131,25.557677916183877,49.13949254745353,28.692058692683307,,-8.103328212078566,-13.855020640208581,,,,,2018-12-05 20:30:00,45.1,43.2,47.8,45.9,43.3,,44.6,39.3,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.5,,,,,15.819,67.896,400.0,,,,,,,527.0,502.0,520.0,518.0,496.0,435.0,476.0,,,,,12.0,-0.24160748346061586,0.4297316637348344,0.8281573498964804
20771,26.49355244946571,-10.010015329277737,27.554963105124273,33.137208602903335,43.689716408362294,,-24.105638740021906,-12.857484489667854,,,,,2018-12-05 20:35:00,45.1,43.2,47.8,45.8,43.4,,44.6,39.3,,,,,24.1,24.5,23.0,24.3,24.9,,25.3,27.5,,,,,15.890999999999998,67.92,414.0,,,,,,,524.0,502.0,522.0,502.0,511.0,419.0,477.0,,,,,12.0,-1.0306812473519509,-0.4087589414656259,1.1635610766045548
20772,29.82446108995936,-5.6791059703139695,22.88558162739793,39.468257991686414,22.020707457374613,,-10.774615934631868,-12.526615005793758,,,,,2018-12-05 20:40:00,45.1,43.2,47.8,45.9,43.4,,44.6,39.3,,,,,24.2,24.5,23.0,24.3,24.9,,25.3,27.4,,,,,15.890999999999998,67.847,406.0,,,,,,,526.0,505.0,516.0,507.0,488.0,431.0,476.0,,,,,12.0,-0.9681407735716993,0.21750010624145985,1.4906832298136643
20773,35.98870306378637,1.4851367219831104,34.049533483005014,40.63264071380291,35.185031839720246,,-6.610259795908519,-15.36241218858629,,,,,2018-12-05 20:45:00,44.9,43.2,47.8,45.9,43.3,,44.6,39.2,,,,,24.2,24.6,23.0,24.3,24.9,,25.3,27.5,,,,,15.915,67.749,392.0,,,,,,,530.0,510.0,525.0,506.0,499.0,433.0,471.0,,,,,12.0,-0.5619971608104329,0.3465690673898314,1.0973084886128366
20774,29.486278370946714,-4.017287252386495,20.5468186719454,34.13035676925267,32.682689555399236,,-9.112570323851855,-12.864876038045564,,,,,2018-12-05 20:50:00,45.1,43.2,47.9,46.0,43.4,,44.7,39.3,,,,,24.1,24.6,23.0,24.3,24.9,,25.3,27.4,,,,,15.915,67.65100000000001,396.0,,,,,,,521.0,502.0,509.0,497.0,494.0,428.0,471.0,,,,,12.0,-0.8863540032971313,0.8321465281546219,1.2670807453416149
20775,33.31718701144035,-5.186377893422731,15.377437194219112,31.961406158035803,39.51368060441149,,8.718452481538181,-5.034006554171526,,,,,2018-12-05 20:55:00,44.9,43.2,47.9,46.0,43.3,,44.6,39.3,,,,,24.3,24.6,23.0,24.3,24.9,,25.4,27.5,,,,,15.915,67.578,404.0,,,,,,,523.0,499.0,502.0,493.0,499.0,444.0,477.0,,,,,12.0,-1.1617517068606076,0.2544267845723337,1.4327122153209113
20776,25.898095651934057,10.394531465541037,27.958055716492876,31.542455546818985,40.09467165342386,,-8.700524713071786,-7.453137070297372,,,,,2018-12-05 21:00:00,45.0,43.2,48.0,46.0,43.4,,44.7,39.2,,,,,24.2,24.6,23.0,24.3,24.9,,25.3,27.5,,,,,15.915,67.578,392.0,,,,,,,515.0,514.0,514.0,492.0,499.0,426.0,474.0,,,,,12.0,-1.04980286875203,0.298311849148919,1.1677018633540377
20777,36.4790042924277,3.975440824504744,26.53867423876659,40.12350493560211,25.675662702436114,,-1.1195019076817516,-5.872267586423334,,,,,2018-12-05 21:05:00,45.0,43.2,48.0,46.0,43.4,,44.7,39.2,,,,,24.2,24.6,23.0,24.3,25.0,,25.3,27.5,,,,,15.915,67.529,392.0,,,,,,,525.0,507.0,512.0,500.0,484.0,433.0,475.0,,,,,12.0,-0.9360223059002404,0.44398797680910185,1.3581780538302282
20778,22.226579599588035,4.723016850135196,9.285959427706985,27.87122099105187,29.42332041811511,,-8.371812435625088,-3.124731435882609,,,,,2018-12-05 21:10:00,45.1,43.2,47.9,46.0,43.4,,44.6,39.2,,,,,24.2,24.6,23.0,24.3,24.9,,25.4,27.6,,,,,15.939,67.578,402.0,,,,,,,511.0,508.0,495.0,488.0,488.0,426.0,478.0,,,,,12.0,-0.9934173062580184,0.39552875815739097,1.4575569358178055
20779,26.22415490674837,-7.27940712423441,12.283244616647382,30.868937046501685,32.42097813379405,,-2.374122963568368,-17.127195285341827,,,,,2018-12-05 21:15:00,45.1,43.2,47.9,46.0,43.3,,44.7,39.3,,,,,24.2,24.6,23.0,24.3,24.9,,25.4,27.5,,,,,15.939,67.529,398.0,,,,,,,515.0,496.0,498.0,491.0,491.0,432.0,464.0,,,,,12.0,-0.9028950414205144,0.04191523078249694,1.0144927536231885
20780,29.2217302139087,-3.2818310986040165,23.280529805587772,36.8666531019515,19.41863584947305,,-6.376433491511705,-9.129659134801043,,,,,2018-12-05 21:20:00,45.2,43.2,47.9,46.0,43.4,,44.6,39.2,,,,,24.2,24.6,23.0,24.3,24.9,,25.4,27.5,,,,,15.915,67.725,396.0,,,,,,,518.0,500.0,509.0,497.0,478.0,428.0,472.0,,,,,11.9,-0.6585197206266801,0.14214153925548406,0.7246376811594203
20781,25.219305521069032,-1.2842550729735651,26.27781499452817,31.864369157401253,26.41629356515205,,2.6212559805449587,-10.13212298426032,,,,,2018-12-05 21:25:00,45.2,43.2,47.9,46.0,43.4,,44.6,39.2,,,,,24.2,24.6,23.0,24.3,24.9,,25.4,27.6,,,,,15.915,67.725,384.0,,,,,,,512.0,500.0,510.0,490.0,483.0,435.0,469.0,,,,,12.0,-0.15882310909298844,0.5451260869991863,1.0434782608695652
20782,18.883547494896053,5.379987619323515,23.94176685013525,32.52875187951776,25.08061794749767,,-9.714387880731636,-13.46792016705291,,,,,2018-12-05 21:30:00,45.0,43.2,47.9,46.1,43.5,,44.7,39.4,,,,,24.3,24.6,23.0,24.3,24.9,,25.4,27.5,,,,,15.890999999999998,67.822,404.0,,,,,,,506.0,507.0,508.0,491.0,482.0,423.0,466.0,,,,,11.9,-0.4830812541953843,0.04841085760699088,0.5921325051759835
20783,28.881122802056378,-1.6224363550460907,17.939052039075587,22.52646793496757,25.07827566317667,,-4.716698408674971,-5.470384016512128,,,,,2018-12-05 21:35:00,45.2,43.2,47.9,46.1,43.5,,44.6,39.3,,,,,24.2,24.6,23.0,24.3,25.0,,25.4,27.5,,,,,15.867,68.042,402.0,,,,,,,515.0,499.0,501.0,480.0,481.0,427.0,473.0,,,,,11.9,-0.3254700908505347,0.3840905961828792,0.8033126293995859
20784,23.878698109216714,-4.62486032941564,3.9363372280159865,24.524183990417384,15.07593337885561,,-6.719008936618253,-5.472847865971403,,,,,2018-12-05 21:40:00,45.2,43.2,48.0,46.0,43.5,,44.7,39.3,,,,,24.2,24.7,23.0,24.3,25.0,,25.4,27.5,,,,,15.819,68.188,394.0,,,,,,,509.0,495.0,486.0,481.0,470.0,424.0,472.0,,,,,11.8,-0.1564900821795594,0.3296496769028337,0.6335403726708074
20785,2.876273416377046,-9.627284303785244,11.933622416956382,22.52190004586714,18.07359109453461,,-0.7213194645615886,-9.475311715430678,,,,,2018-12-05 21:45:00,45.2,43.2,47.9,46.1,43.4,,44.7,39.3,,,,,24.2,24.7,23.0,24.3,25.0,,25.4,27.5,,,,,15.819,68.311,392.0,,,,,,,488.0,490.0,494.0,479.0,473.0,430.0,468.0,,,,,11.8,-0.36705600317634096,0.09879884959766136,0.8861283643892339
20786,13.707182056870694,-0.7963749448214799,17.764240939230096,13.352949434650268,22.904582143546858,,-12.890296659171556,-11.644442231556582,,,,,2018-12-05 21:50:00,45.1,43.2,48.0,46.1,43.3,,44.6,39.3,,,,,24.2,24.7,23.0,24.3,25.0,,25.5,27.6,,,,,15.843,68.359,410.0,,,,,,,500.0,500.0,501.0,471.0,479.0,419.0,467.0,,,,,11.8,-0.4285967027070555,0.29302951930135623,0.8115942028985506
20787,2.038090697364339,0.5345344141422288,17.094859461503805,21.6839988234334,15.23557319255917,,-5.559273853781576,-0.31357274768248544,,,,,2018-12-05 21:55:00,45.1,43.3,48.0,46.1,43.4,,44.8,39.3,,,,,24.2,24.7,23.1,24.3,25.0,,25.4,27.5,,,,,15.819,68.457,412.0,,,,,,,489.0,502.0,501.0,480.0,472.0,427.0,479.0,,,,,11.7,-0.44912788810521176,0.4709852479721017,0.9648033126293996
20788,12.035666004524671,-12.467889560227375,11.092144650444196,21.681714878883163,3.2332309082381134,,-7.561584381724912,-3.3160365971417605,,,,,2018-12-05 22:00:00,45.2,43.2,48.0,46.1,43.4,,44.7,39.3,,,,,24.2,24.7,23.0,24.3,25.0,,25.5,27.5,,,,,15.843,68.384,404.0,,,,,,,500.0,490.0,496.0,481.0,461.0,426.0,477.0,,,,,11.7,-0.10842121727771724,-0.13083586976520767,0.4596273291925467
20789,12.533241311685007,-9.970313534596926,4.589429839384536,5.17943093433297,-3.26911137608289,,-10.063894909668193,-6.818500446601036,,,,,2018-12-05 22:05:00,45.2,43.2,48.0,46.1,43.5,,44.7,39.2,,,,,24.2,24.7,23.0,24.3,25.0,,25.4,27.6,,,,,15.890999999999998,68.457,410.0,,,,,,,502.0,494.0,491.0,466.0,456.0,425.0,475.0,,,,,11.7,-0.3742567148807375,0.09938131306180743,0.41821946169772256
20790,15.36414995217865,-8.13940417563316,2.4200483616583033,13.010480323116155,-10.438120327070578,,-10.232872104278158,-15.987630962726884,,,,,2018-12-05 22:10:00,45.2,43.3,48.0,46.1,43.4,,44.7,39.4,,,,,24.2,24.7,23.1,24.3,25.0,,25.4,27.6,,,,,15.939,68.48100000000001,416.0,,,,,,,506.0,497.0,490.0,475.0,450.0,426.0,467.0,,,,,11.8,-0.8923327146503495,0.2296987585065825,0.968944099378882
20791,15.861725259338982,-6.641828150002708,-0.08266644940130162,10.508196378565913,-5.940462611391581,,-6.735182632221438,-2.490094812186157,,,,,2018-12-05 22:15:00,45.1,43.3,47.9,46.1,43.4,,44.7,39.3,,,,,24.3,24.7,23.1,24.3,25.0,,25.5,27.6,,,,,16.01,68.384,416.0,,,,,,,508.0,500.0,489.0,474.0,456.0,431.0,482.0,,,,,11.8,-1.0157914914184314,0.37911501450673857,1.184265010351967
20792,3.8593005664993134,-11.644252124372315,-1.0853812604609059,9.505912434015727,12.05719510428736,,-7.7374931601647745,3.5074413383545675,,,,,2018-12-05 22:20:00,45.1,43.3,47.9,46.1,43.5,,44.8,39.4,,,,,24.3,24.7,23.1,24.3,25.0,,25.4,27.6,,,,,16.105999999999998,68.311,420.0,,,,,,,498.0,497.0,490.0,475.0,476.0,432.0,490.0,,,,,11.7,-0.6575944193582808,-0.04992502484354069,1.1345755693581785
20793,-3.8931241263403535,-25.39667609874192,-8.83809607152051,-5.246371510534459,0.3048528199663565,,-20.48980368810811,-18.245022511104647,,,,,2018-12-05 22:25:00,45.1,43.3,48.0,46.2,43.4,,44.8,39.3,,,,,24.3,24.7,23.1,24.3,25.0,,25.4,27.6,,,,,16.177,68.262,417.0,,,,,,,493.0,486.0,485.0,463.0,467.0,422.0,471.0,,,,,11.8,-0.6163442043895686,0.4196553730389395,0.9937888198757764
20794,0.8544511808199786,-27.649100073111466,-1.090810882580115,3.5013445449152982,-0.9474894643546464,,-20.74211421605139,-14.497486360563867,,,,,2018-12-05 22:30:00,45.2,43.3,48.0,46.2,43.4,,44.7,39.3,,,,,24.2,24.7,23.0,24.3,25.0,,25.5,27.7,,,,,16.201,68.286,407.0,,,,,,,498.0,484.0,493.0,472.0,466.0,422.0,475.0,,,,,11.7,0.05128172495533728,0.2166309099928938,0.5424430641821946
20795,-1.3979735120196892,-24.901524047481075,-20.34352569363972,0.24906060036511235,-7.199831748675706,,-20.994424743994728,-17.749950210023147,,,,,2018-12-05 22:35:00,45.2,43.3,48.1,46.2,43.5,,44.8,39.4,,,,,24.2,24.7,23.0,24.4,25.0,,25.5,27.6,,,,,16.249000000000002,68.164,405.0,,,,,,,496.0,487.0,474.0,469.0,460.0,422.0,472.0,,,,,11.7,-0.4564959626138097,0.26678503841830303,0.6211180124223603
20796,-13.650398204859355,-14.15394802185068,-0.596240504699324,4.996776655814927,-18.452174032996712,,-21.246735271938007,-22.002414059482422,,,,,2018-12-05 22:40:00,45.3,43.3,48.1,46.2,43.4,,44.7,39.4,,,,,24.2,24.7,23.1,24.4,25.0,,25.5,27.6,,,,,16.272000000000002,68.042,397.0,,,,,,,484.0,498.0,494.0,474.0,449.0,422.0,468.0,,,,,11.7,-0.540987945607981,0.21110514805499694,1.0434782608695652
20797,4.4305104356342895,-22.07303866288692,-19.515621982425614,0.07782604459805498,-8.371182983984454,,-32.16571246654803,-18.921544575608326,,,,,2018-12-05 22:45:00,45.0,43.3,48.1,46.2,43.5,,44.8,39.4,,,,,24.3,24.7,23.0,24.3,25.0,,25.5,27.6,,,,,16.296,68.042,403.0,,,,,,,503.0,491.0,476.0,470.0,460.0,412.0,472.0,,,,,11.8,-0.3979576496519561,0.3801786233629241,0.8695652173913043
20798,-10.488580923872064,-18.992129303923207,-5.435003460151903,-4.8411245666188725,-13.290191934972142,,-25.084689661158052,-28.840675091734287,,,,,2018-12-05 22:50:00,45.0,43.3,48.1,46.2,43.5,,44.8,39.4,,,,,24.3,24.7,23.1,24.4,25.0,,25.5,27.6,,,,,16.344,68.042,397.0,,,,,,,487.0,493.0,489.0,464.0,454.0,418.0,461.0,,,,,11.8,-0.7076061088071456,0.0853115501354639,1.2960662525879918
20799,-11.074338950045046,-22.57788661162613,-21.021051604544823,-4.426741844502374,-2.8758675526265165,,-17.670333522434646,-25.426472274526873,,,,,2018-12-05 22:55:00,45.1,43.3,48.1,46.2,43.5,,44.8,39.4,,,,,24.3,24.8,23.1,24.4,25.0,,25.5,27.7,,,,,16.344,68.042,407.0,,,,,,,486.0,489.0,473.0,464.0,464.0,425.0,464.0,,,,,11.9,-0.3505137518648195,0.6198087291562691,1.3623188405797102
20800,-7.9934303095514,-18.496977252662358,4.05956691772883,-9.345692455719245,-7.794876503614205,,-14.589310717044668,-21.345602790652773,,,,,2018-12-05 23:00:00,45.1,43.3,48.1,46.2,43.5,,44.9,39.4,,,,,24.3,24.8,23.1,24.4,25.0,,25.5,27.6,,,,,16.368,67.993,391.0,,,,,,,488.0,492.0,497.0,458.0,458.0,427.0,467.0,,,,,11.7,-0.8683880408557598,0.1861884581232857,0.9565217391304348
20801,-2.579188335724382,-19.08273456036528,-15.526481226664087,8.068690266397198,-17.38055212126858,,-16.174954578321262,-16.93139997344531,,,,,2018-12-05 23:05:00,45.1,43.3,48.0,46.2,43.5,,44.8,39.4,,,,,24.3,24.8,23.1,24.4,25.0,,25.5,27.6,,,,,16.368,67.92,393.0,,,,,,,492.0,490.0,476.0,474.0,447.0,424.0,470.0,,,,,11.8,-0.7216540402107492,0.2978177763749701,0.8033126293995859
20802,-7.164946361897363,-15.668491868068203,1.8874706289429923,-2.5169270114863025,-1.966227738922896,,-12.760598439597914,-13.5171971562379,,,,,2018-12-05 23:10:00,45.0,43.3,48.1,46.2,43.5,,44.8,39.3,,,,,24.3,24.8,23.0,24.4,25.0,,25.5,27.7,,,,,16.415,67.944,387.0,,,,,,,485.0,491.0,491.0,461.0,460.0,425.0,471.0,,,,,11.7,-0.4190763022874443,0.4833200432669152,0.9109730848861284
20803,-3.0840377214037176,-24.587582509104443,-9.031910848783296,-5.435877622703174,-5.885236689910585,,-24.679575634207936,-18.43632767236386,,,,,2018-12-05 23:15:00,45.0,43.3,48.0,46.3,43.5,,44.8,39.5,,,,,24.3,24.8,23.1,24.4,25.0,,25.5,27.6,,,,,16.415,67.896,403.0,,,,,,,488.0,481.0,479.0,457.0,455.0,412.0,465.0,,,,,11.8,-1.4714179957504199,0.12785837361352675,1.5776397515527951
20804,-8.503129080910071,-23.006673150140728,-8.451292326509588,-0.8548282339201023,-4.30424564089833,,-20.098552828817898,-7.855458188489763,,,,,2018-12-05 23:20:00,44.9,43.3,48.2,46.2,43.5,,44.8,39.4,,,,,24.4,24.8,23.0,24.4,25.0,,25.5,27.7,,,,,16.415,67.847,413.0,,,,,,,482.0,482.0,479.0,461.0,456.0,416.0,475.0,,,,,11.7,-0.5316587386422513,0.12009951850762905,1.018633540372671
20805,1.8277795595836324,-12.675763791176962,-7.120673804235821,-1.523778845136917,-12.97325459188596,,-19.767530023427867,-7.524588704615668,,,,,2018-12-05 23:25:00,44.8,43.3,48.1,46.3,43.5,,44.8,39.4,,,,,24.4,24.8,23.1,24.4,25.0,,25.5,27.7,,,,,16.392,67.847,401.0,,,,,,,491.0,491.0,479.0,459.0,446.0,415.0,474.0,,,,,11.7,-0.8101022348385566,0.34449553414246864,0.9192546583850932
20806,-8.674645133256035,-22.17818776554651,-10.623388615295482,1.9739372103128967,-5.475596876207021,,-13.269840551371145,-20.027052554074945,,,,,2018-12-05 23:30:00,44.9,43.3,48.1,46.2,43.4,,44.8,39.5,,,,,24.4,24.8,23.1,24.4,25.1,,25.5,27.7,,,,,16.392,67.822,389.0,,,,,,,479.0,480.0,474.0,461.0,452.0,420.0,460.0,,,,,11.7,-0.3879496353619173,0.26980312789390315,0.6128364389233955
20807,-13.177069826095705,-13.680611739916115,-9.126103426355089,-2.5283467342373456,-3.977939160528024,,-18.772151079314483,-15.52951640353416,,,,,2018-12-05 23:35:00,45.1,43.2,48.1,46.3,43.4,,44.8,39.3,,,,,24.3,24.8,23.1,24.4,25.1,,25.6,27.8,,,,,16.368,67.822,387.0,,,,,,,473.0,487.0,474.0,455.0,452.0,413.0,463.0,,,,,11.7,-0.5536520329322213,-0.20134039093121492,0.7287784679089028
20808,0.9871721477312576,-9.516369047619094,-3.962151570748063,-2.3639640121209027,5.186385221817544,,-8.607794940591189,-6.365313586326749,,,,,2018-12-05 23:40:00,45.2,43.2,48.1,46.2,43.5,,44.8,39.4,,,,,24.3,24.8,23.1,24.4,25.1,,25.5,27.7,,,,,16.368,67.773,383.0,,,,,,,486.0,490.0,478.0,454.0,460.0,422.0,471.0,,,,,11.7,-0.03638216477896153,0.0576069221619445,0.6625258799171843
20809,-10.51525254510841,-8.018793021988643,-17.464866381807667,1.1337520433289114,-1.3159570625034576,,-13.110105468534469,-19.867777435786024,,,,,2018-12-05 23:45:00,45.3,43.3,48.0,46.2,43.5,,44.8,39.4,,,,,24.2,24.8,23.1,24.4,25.1,,25.6,27.7,,,,,16.344,67.749,397.0,,,,,,,474.0,491.0,464.0,457.0,453.0,417.0,457.0,,,,,11.6,-0.32053824033813433,0.060530581558727675,0.4347826086956522
20810,-10.684343904614707,-4.187883663024877,-6.6342478595339,-1.0351985678879032,-4.484966013491147,,-15.279082663144436,-13.036907951911928,,,,,2018-12-05 23:50:00,45.3,43.2,48.1,46.3,43.5,,44.8,39.3,,,,,24.3,24.9,23.1,24.4,25.1,,25.6,27.8,,,,,16.296,67.798,399.0,,,,,,,474.0,495.0,475.0,455.0,450.0,415.0,464.0,,,,,11.7,-0.5016694324602529,0.13255564248804752,0.5755693581780539
20811,-8.186768597454375,-15.690307637394486,-15.136962670593505,0.4625174875618541,-10.987308297812149,,-6.781393191087716,-5.539371801371146,,,,,2018-12-05 23:55:00,45.2,43.3,48.1,46.2,43.5,,44.8,39.4,,,,,24.3,24.8,23.1,24.4,25.1,,25.6,27.8,,,,,16.272000000000002,67.822,401.0,,,,,,,476.0,483.0,466.0,456.0,443.0,423.0,471.0,,,,,11.7,-0.8201403946322601,0.30849914108463217,0.8861283643892339
